HD141399d	TIC-156067565	5
HD141399e	TIC-156067565	5
HD142b	TIC-389757979	6
HD142c	TIC-389757979	6
HD142022Ab	TIC-290493086	6
HD142415b	TIC-342041655	2
HD143105b	TIC-272783172	39
HD143361b	TIC-255480497	1
HD145457b	TIC-236339228	2
HD1461b	TIC-37748347	1
HD1461c	TIC-37748347	1
HD147018b	TIC-350083732	2
HD147018c	TIC-350083732	2
HD147379b	TIC-230073581	41
HD147513b	TIC-350673608	1
HD147873b	TIC-211080657	1
HD147873c	TIC-211080657	1
HD148156b	TIC-225317852	1
HD149026b	TIC-255930614	2
HD150706b	TIC-159511543	22
HD152079b	TIC-246835467	1
HD15337b	TIC-120896927	6
HD15337c	TIC-120896927	6
HD153950b	TIC-124165580	1
HD154345b	TIC-198562505	6
HD154672b	TIC-380086262	2
HD154857b	TIC-173552927	2
HD154857c	TIC-173552927	2
HD155358b	TIC-21897561	2
HD155358c	TIC-21897561	2
HD156279b	TIC-232606278	41
HD156279c	TIC-232606278	41
HD156411b	TIC-412409409	1
HD156668b	TIC-257715493	2
HD158038b	TIC-313709116	2
HD158259b	TIC-188768068	18
HD158259c	TIC-188768068	18
HD158259d	TIC-188768068	18
HD158259e	TIC-188768068	18
HD158259f	TIC-188768068	18
HD158996b	TIC-288268410	29
HD159868b	TIC-248320609	1
HD159868c	TIC-248320609	1
HD1605b	TIC-57983992	1
HD1605c	TIC-57983992	1
HD16175b	TIC-422922274	1
HD163607b	TIC-232620788	42
HD163607c	TIC-232620788	42
HD16417b	TIC-122555698	6
HD164595b	TIC-158917706	1
HD165155b	TIC-408229533	1
HD1666b	TIC-211439561	1
HD166724b	TIC-87989721	1
HD167042b	TIC-353988778	30
HD1690b	TIC-37763102	1
HD169830b	TIC-53134037	1
HD169830c	TIC-53134037	1
HD17092b	TIC-302317605	2
HD17156b	TIC-302773669	8
HD173416b	TIC-157951225	3
HD175167b	TIC-467966544	2
HD175607b	TIC-382073690	2
HD17674b	TIC-77490014	1
HD177565b	TIC-254147274	2
HD178911Bb	TIC-42812945	1
HD180053b	TIC-29898060	1
HD18015b	TIC-36883072	2
HD180314b	TIC-392658786	1
HD181433b	TIC-410399074	4
HD181433c	TIC-410399074	4
HD181433d	TIC-410399074	4
HD181720b	TIC-112243062	2
HD183579b	TIC-320004517	4
HD187085b	TIC-300081980	2
HD187123b	TIC-58559140	1
HD187123c	TIC-58559140	1
HD18742b	TIC-71345433	4
HD189733b	TIC-256364928	1
HD190647b	TIC-48777312	1
HD190984b	TIC-466222634	4
HD191806b	TIC-294684871	6
HD191939b	TIC-269701147	32
HD191939c	TIC-269701147	32
HD191939d	TIC-269701147	32
HD192310b	TIC-326096771	1
HD192310c	TIC-326096771	1
HD196050b	TIC-351534793	4
HD196067b	TIC-327303574	6
HD197037b	TIC-195382102	1
HD19994b	TIC-49845357	2
HD20003b	TIC-370137704	19
HD20003c	TIC-370137704	19
HD202696b	TIC-25346878	1
HD202696c	TIC-25346878	1
HD202772Ab	TIC-290131778	2
HD203030b	TIC-25559430	1
HD2039b	TIC-281461362	8
HD204313b	TIC-99734092	2
HD204313c	TIC-99734092	2
HD204941b	TIC-99837626	2
HD205739b	TIC-270501383	2
HD206255b	TIC-139842723	6
HD20781b	TIC-144503312	4
HD20781c	TIC-144503312	4
HD20781d	TIC-144503312	4
HD20781e	TIC-144503312	4
HD20782b	TIC-144503325	4
HD207832b	TIC-53895723	2
HD207832c	TIC-53895723	2
HD20794b	TIC-301051051	12
HD20794c	TIC-301051051	12
HD20794d	TIC-301051051	12
HD20794e	TIC-301051051	12
HD208487b	TIC-197686484	2
HD20868b	TIC-142851295	4
HD210193b	TIC-278523703	2
HD211810b	TIC-336634601	9
HD211970b	TIC-231704229	4
HD212301b	TIC-317057430	9
HD212771b	TIC-12723961	2
HD213240b	TIC-144068704	4
HD213885b	TIC-403224672	6
HD213885c	TIC-403224672	6
HD21411b	TIC-142875660	4
HD215497b	TIC-469943599	4
HD215497c	TIC-469943599	4
HD216435b	TIC-161314759	4
HD216437b	TIC-277774779	9
HD216520b	TIC-264899051	17
HD216520c	TIC-264899051	17
HD216536b	TIC-154487334	1
HD216770b	TIC-47526465	2
HD21693b	TIC-197792776	18
HD21693c	TIC-197792776	18
HD21749c	TIC-279741379	26
HD217850b	TIC-314040044	7
HD219077b	TIC-394125166	2
HD219134b	TIC-283722336	7
HD219134c	TIC-283722336	7
HD219134d	TIC-283722336	7
HD219134f	TIC-283722336	7
HD219134g	TIC-283722336	7
HD219134h	TIC-283722336	7
HD219415b	TIC-323819453	7
HD220074b	TIC-269237357	10
HD220689b	TIC-9156146	2
HD220842b	TIC-251866143	6
HD221287b	TIC-231716612	4
HD221420b	TIC-277890728	12
HD221585b	TIC-270730826	10
HD222076b	TIC-325178933	9
HD222155b	TIC-26370518	2
HD224538b	TIC-280803137	7
HD224693b	TIC-114807081	2
HD22781b	TIC-101166776	1
HD23079b	TIC-206402844	12
HD23127b	TIC-311924816	22
HD231701b	TIC-92300251	1
HD233604b	TIC-150184553	2
HD233832b	TIC-445811628	4
HD23472b	TIC-425997655	36
HD23472c	TIC-425997655	36
HD23596b	TIC-201266092	1
HD238090b	TIC-224289449	8
HD238914b	TIC-359558085	43
HD240210b	TIC-315415155	7
HD240237b	TIC-323919676	7
HD24064b	TIC-102987456	10
HD24085b	TIC-32001057	56
HD25015b	TIC-178249461	6
HD25171b	TIC-237933846	58
HD2638b	TIC-244178536	2
HD26965b	TIC-67772871	2
HD27442b	TIC-198079199	40
HD27631b	TIC-7652514	12
HD27894b	TIC-396697266	52
HD27894c	TIC-396697266	52
HD27894d	TIC-396697266	52
HD28185b	TIC-37947783	4
HD28254b	TIC-219256496	18
HD28678b	TIC-449145115	2
HD29021b	TIC-458350670	2
HD290327b	TIC-4205424	2
HD2952b	TIC-452910671	4
HD30177b	TIC-220408612	62
HD30177c	TIC-220408612	62
HD30562b	TIC-176379354	2
HD30669b	TIC-607907	4
HD30856b	TIC-612908	4
HD31253b	TIC-436700755	2
HD31527b	TIC-146322354	4
HD31527c	TIC-146322354	4
HD31527d	TIC-146322354	4
HD32518b	TIC-310836777	2
HD330075b	TIC-275786473	1
HD33142b	TIC-169397663	4
HD33142c	TIC-169397663	4
HD33283b	TIC-13147218	4
HD33564b	TIC-142103211	14
HD33844b	TIC-169534187	4
HD33844c	TIC-169534187	4
HD34445b	TIC-284907742	1
HD34445c	TIC-284907742	1
HD34445d	TIC-284907742	1
HD34445e	TIC-284907742	1
HD34445f	TIC-284907742	1
HD34445g	TIC-284907742	1
HD35759b	TIC-286954708	2
HD3651b	TIC-434210589	1
HD37605b	TIC-144730053	1
HD37605c	TIC-144730053	1
HD38283b	TIC-141411201	72
HD38529b	TIC-200093173	1
HD38529c	TIC-200093173	1
HD38801b	TIC-66650754	4
HD39091b	TIC-261136679	37
HD39855b	TIC-160301040	4
HD40307b	TIC-374859347	80
HD40307c	TIC-374859347	80
HD40307d	TIC-374859347	80
HD40307f	TIC-374859347	80
HD40307g	TIC-374859347	80
HD40956b	TIC-71099944	4
HD40979b	TIC-440489582	1
HD41004Ab	TIC-219152539	18
HD41004Bb	TIC-734710085	18
HD4113b	TIC-118586897	4
HD4203b	TIC-434225151	1
HD4203c	TIC-434225151	1
HD4208b	TIC-43400838	2
HD42618b	TIC-153289168	1
HD4308b	TIC-234501204	12
HD43197b	TIC-37660988	4
HD44219b	TIC-443055162	4
HD45184b	TIC-49831913	4
HD45184c	TIC-49831913	4
HD45350b	TIC-144132551	1
HD45364b	TIC-117768715	6
HD45364c	TIC-117768715	6
HD45652b	TIC-206948365	2
HD46375b	TIC-234928947	1
HD47186b	TIC-101145648	6
HD47186c	TIC-101145648	6
HD4732b	TIC-63905972	2
HD4732c	TIC-63905972	2
HD47366b	TIC-443578538	4
HD47366c	TIC-443578538	4
HD47536b	TIC-52172862	9
HD48265b	TIC-255781806	18
HD4917b	TIC-77481104	2
HD50499b	TIC-53175558	12
HD50499c	TIC-53175558	12
HD51608b	TIC-279246287	46
HD51608c	TIC-279246287	46
HD52265b	TIC-268565917	2
HD55696b	TIC-22598327	9
HD5583b	TIC-53848538	1
HD5608b	TIC-53873088	1
HD564b	TIC-200658785	6
HD5891b	TIC-243146568	1
HD60292b	TIC-71296216	2
HD60532b	TIC-456871289	4
HD60532c	TIC-456871289	4
HD62509b	TIC-423088367	1
HD63433b	TIC-130181866	1
HD63433c	TIC-130181866	1
HD63454b	TIC-278380701	42
HD63765b	TIC-340697083	12
HD64114b	TIC-36021583	4
HD6434b	TIC-180871947	6
HD65216b	TIC-382625142	75
HD65216c	TIC-382625142	75
HD66428b	TIC-73238215	2
HD67087b	TIC-165796397	1
HD67087c	TIC-165796397	1
HD6718b	TIC-408047845	2
HD68402b	TIC-272546396	51
HD68988b	TIC-73312938	2
HD69830b	TIC-307624961	4
HD69830c	TIC-307624961	4
HD69830d	TIC-307624961	4
HD70573b	TIC-455235218	2
HD70642b	TIC-183356952	6
HD7199b	TIC-52121796	12
HD72659b	TIC-121284864	2
HD72892b	TIC-405344271	4
HD73267b	TIC-11749208	4
HD73526b	TIC-180661948	6
HD73526c	TIC-180661948	6
HD74156b	TIC-379949822	2
HD74156c	TIC-379949822	2
HD7449b	TIC-248381971	2
HD75289b	TIC-181741837	6
HD75898b	TIC-302580456	1
HD76700b	TIC-302368715	13
HD76920b	TIC-302372658	9
HD77338b	TIC-37533318	2
HD7924b	TIC-468723402	10
HD7924c	TIC-468723402	10
HD7924d	TIC-468723402	10
HD79498b	TIC-85998162	1
HD80606b	TIC-457134360	2
HD81688b	TIC-105438311	1
HD81817b	TIC-137603530	11
HD82943b	TIC-405485269	1
HD82943c	TIC-405485269	1
HD8326b	TIC-11613065	4
HD83443b	TIC-32820141	2
HD8535b	TIC-41862035	8
HD85390b	TIC-446137194	6
HD86081b	TIC-62760824	1
HD86226b	TIC-22221375	2
HD86226c	TIC-22221375	2
HD86264b	TIC-348964243	1
HD8673b	TIC-80535228	1
HD86950b	TIC-332711151	2
HD87883b	TIC-407591082	1
HD89744b	TIC-8154501	1
HD90156b	TIC-193032655	2
HD9174b	TIC-439501096	2
HD92788b	TIC-169248301	1
HD92788c	TIC-169248301	1
HD92987b	TIC-106760549	2
HD93083b	TIC-54237857	2
HD94834b	TIC-138764379	1
HD95086b	TIC-399637637	6
HD95127b	TIC-252794572	2
HD95338b	TIC-304142124	3
HD95872b	TIC-52198580	1
HD96063b	TIC-53178442	1
HD96127b	TIC-252803484	2
HD96167b	TIC-286277386	1
HD96992b	TIC-88704251	2
HD97048b	TIC-454291762	6
HD97658b	TIC-82308728	1
HD98219b	TIC-437246853	1
HD98649b	TIC-437258837	1
HD99706b	TIC-148680230	2
HD99706c	TIC-148680230	2
HIP105854b	TIC-129649472	2
HIP107772b	TIC-197602069	2
HIP107773b	TIC-406320735	4
HIP109384b	TIC-316470945	14
HIP109600b	TIC-27864699	2
HIP12961b	TIC-204614039	4
HIP35173b	TIC-50992589	2
HIP38594b	TIC-128902569	4
HIP38594c	TIC-128902569	4
HIP41378b	TIC-366443426	2
HIP41378c	TIC-366443426	2
HIP41378d	TIC-366443426	2
HIP41378e	TIC-366443426	2
HIP41378f	TIC-366443426	2
HIP4845b	TIC-24250831	2
HIP48714b	TIC-287165117	2
HIP5158b	TIC-268634769	2
HIP5158c	TIC-268634769	2
HIP54373b	TIC-410407964	1
HIP54373c	TIC-410407964	1
HIP57274b	TIC-5078530	1
HIP57274c	TIC-5078530	1
HIP57274d	TIC-5078530	1
HIP63242b	TIC-437310271	2
HIP65Ab	TIC-201248411	8
HIP65407b	TIC-165454978	10
HIP65407c	TIC-165454978	10
HIP65426b	TIC-438702139	2
HIP65891b	TIC-68418284	2
HIP67522b	TIC-166527623	1
HIP67537b	TIC-166526615	1
HIP67851b	TIC-111947706	1
HIP67851c	TIC-111947706	1
HIP70849b	TIC-127382459	2
HIP71135b	TIC-457695809	2
HIP74890b	TIC-148153804	1
HIP8541b	TIC-231019255	12
HIP91258b	TIC-383675945	40
HR2562b	TIC-167656187	76
HR5183b	TIC-379117362	1
HR810b	TIC-166853853	12
HR858b	TIC-178155732	6
HR858c	TIC-178155732	6
HR858d	TIC-178155732	6
IC46519122b	TIC-214416505	1
K2-117b	TIC-458686847	1
K2-117c	TIC-458686847	1
K2-223b	TIC-98594138	1
K2-223c	TIC-98594138	1
K2-265b	TIC-146364192	2
K2-321b	TIC-277833995	1
K2-43b	TIC-443616612	1
K2-43c	TIC-443616612	1
K2-80b	TIC-242961495	2
K2-80c	TIC-242961495	2
K2-80d	TIC-242961495	2
KELT-15b	TIC-268644785	9
KELT-16b	TIC-236445129	1
KELT-18b	TIC-293687315	14
KELT-19Ab	TIC-425206121	2
KELT-23Ab	TIC-458478250	19
KELT-3b	TIC-67666096	1
KELT-6b	TIC-165987272	2
KELT-6c	TIC-165987272	2
KELT-9b	TIC-16740101	2
KIC10001893b	TIC-158488181	6
KIC10001893c	TIC-158488181	6
KIC10001893d	TIC-158488181	6
KIC5095269b	TIC-122446960	2
KIC5437945b	TIC-121603086	2
KIC5951458b	TIC-121796770	2
KIC7917485b	TIC-268924604	4
KIC8540376b	TIC-123449386	4
KIC8540376c	TIC-123449386	4
KIC9663113b	TIC-272844987	4
KMT-2017-BLG-1146Lb		1
KMT-2018-BLG-1292Lb		1
KOI-12b	TIC-169461816	3
KOI-1257b	TIC-159647910	2
KOI-13b	TIC-158324245	6
KOI-142b	TIC-122712595	2
KOI-142c	TIC-122712595	2
KOI-1599.01	TIC-170647523	3
KOI-1599.02	TIC-170647523	3
KOI-1783.01	TIC-159051209	4
KOI-1783.02	TIC-159051209	4
KOI-351b	TIC-267667295	6
KOI-351c	TIC-267667295	6
KOI-351d	TIC-267667295	6
KOI-351e	TIC-267667295	6
KOI-351f	TIC-267667295	6
KOI-351g	TIC-267667295	6
KOI-351h	TIC-267667295	6
KOI-55b	TIC-184427882	3
KOI-55c	TIC-184427882	3
KOI-94b	TIC-273231214	4
KOI-94c	TIC-273231214	4
KOI-94d	TIC-273231214	4
KOI-94e	TIC-273231214	4
Kapteync	TIC-200385493	18
Kepler-10b	TIC-377780790	6
Kepler-10c	TIC-377780790	6
Kepler-100b	TIC-159654016	2
Kepler-100c	TIC-159654016	2
Kepler-100d	TIC-159654016	2
Kepler-1001b	TIC-405719252	2
Kepler-1001c	TIC-405719252	2
Kepler-1008b	TIC-272491981	4
Kepler-101b	TIC-48304653	6
Kepler-101c	TIC-48304653	6
Kepler-1016b	TIC-271164596	4
Kepler-1016c	TIC-271164596	4
Kepler-102b	TIC-123357864	4
Kepler-102c	TIC-123357864	4
Kepler-102d	TIC-123357864	4
Kepler-102e	TIC-123357864	4
Kepler-102f	TIC-123357864	4
Kepler-1027b	TIC-158552426	2
Kepler-103b	TIC-121865656	2
Kepler-103c	TIC-121865656	2
Kepler-104b	TIC-158553540	2
Kepler-104c	TIC-158553540	2
Kepler-104d	TIC-158553540	2
Kepler-1047b	TIC-299029323	6
Kepler-1047c	TIC-299029323	6
Kepler-105b	TIC-158625964	4
Kepler-105c	TIC-158625964	4
Kepler-1050b	TIC-48216453	6
Kepler-1050c	TIC-48216453	6
Kepler-106b	TIC-184997417	4
Kepler-106c	TIC-184997417	4
Kepler-106d	TIC-184997417	4
Kepler-106e	TIC-184997417	4
Kepler-1063b	TIC-122451550	1
Kepler-1065b	TIC-378012771	1
Kepler-1065c	TIC-378012771	1
Kepler-107b	TIC-27988327	4
Kepler-107c	TIC-27988327	4
Kepler-107d	TIC-27988327	4
Kepler-107e	TIC-27988327	4
Kepler-108b	TIC-271164755	4
Kepler-108c	TIC-271164755	4
Kepler-1085b	TIC-158487108	6
Kepler-1085c	TIC-158487108	6
Kepler-1086b	TIC-271545939	4
Kepler-1086c	TIC-271545939	4
Kepler-109b	TIC-122441003	2
Kepler-109c	TIC-122441003	2
Kepler-1093b	TIC-120420344	4
Kepler-1093c	TIC-120420344	4
Kepler-11b	TIC-169175503	4
Kepler-11c	TIC-169175503	4
Kepler-11d	TIC-169175503	4
Kepler-11e	TIC-169175503	4
Kepler-11f	TIC-169175503	4
Kepler-11g	TIC-169175503	4
Kepler-110b	TIC-26751563	4
Kepler-110c	TIC-26751563	4
Kepler-111b	TIC-63001143	2
Kepler-111c	TIC-63001143	2
Kepler-112b	TIC-272943597	4
Kepler-112c	TIC-272943597	4
Kepler-1129b	TIC-137212833	2
Kepler-1129c	TIC-137212833	2
Kepler-113b	TIC-298834019	4
Kepler-113c	TIC-298834019	4
Kepler-1130b	TIC-164882482	4
Kepler-114b	TIC-27011135	4
Kepler-114c	TIC-27011135	4
Kepler-114d	TIC-27011135	4
Kepler-1143b	TIC-121215172	2
Kepler-1143c	TIC-121215172	2
Kepler-115b	TIC-273383120	4
Kepler-115c	TIC-273383120	4
Kepler-1150b	TIC-27913639	4
Kepler-1154b	TIC-169561256	3
Kepler-1154c	TIC-169561256	3
Kepler-116b	TIC-271260980	4
Kepler-116c	TIC-271260980	4
Kepler-117b	TIC-299032847	4
Kepler-117c	TIC-299032847	4
Kepler-118b	TIC-171884427	3
Kepler-118c	TIC-171884427	3
Kepler-119b	TIC-271964647	4
Kepler-119c	TIC-271964647	4
Kepler-120b	TIC-121458707	2
Kepler-120c	TIC-121458707	2
Kepler-121b	TIC-120765800	2
Kepler-121c	TIC-120765800	2
Kepler-122b	TIC-122714267	1
Kepler-122c	TIC-122714267	1
Kepler-122d	TIC-122714267	1
Kepler-122e	TIC-122714267	1
Kepler-122f	TIC-122714267	1
Kepler-123b	TIC-272944990	4
Kepler-123c	TIC-272944990	4
Kepler-124b	TIC-399860218	4
Kepler-124c	TIC-399860218	4
Kepler-124d	TIC-399860218	4
Kepler-1245b	TIC-159449041	2
Kepler-1245c	TIC-159449041	2
Kepler-125b	TIC-273873718	4
Kepler-125c	TIC-273873718	4
Kepler-1254b	TIC-48506710	4
Kepler-1254c	TIC-48506710	4
Kepler-1254d	TIC-48506710	4
Kepler-126b	TIC-159046962	2
Kepler-126c	TIC-159046962	2
Kepler-126d	TIC-159046962	2
Kepler-127b	TIC-164881786	4
Kepler-127c	TIC-164881786	4
Kepler-127d	TIC-164881786	4
Kepler-128b	TIC-123490545	4
Kepler-128c	TIC-123490545	4
Kepler-129b	TIC-164999822	4
Kepler-129c	TIC-164999822	4
Kepler-130b	TIC-121603794	2
